"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"131","10","WikiPathways","","Angiopoietin-like protein 8 regulatory pathway","3.8E-4","PIK3R2|PIK3R3|THRA|CYP7A1|CYP2B6|PIK3CD|THRB|AKT1|CYP3A4|PIK3CB","128","1478|1508|274|1226|1295|1520|277|301|1082|1514","1.69E-5","","WP3915","0.342021640338319","0"
"17","5","Reactome Pathways","","Purine catabolism","3.9E-4","NT5C1A|NT5C|NT5C2|NT5C1B|PNP","128","1547|1535|1559|1529|250","8.08E-6","","HSA-74259","0.3408935392973501","0"
"16","6","Monarch Phenotype","","Vitamin D deficiency","4.0E-4","UGT1A6|UGT1A10|UGT1A9|UGT1A5|UGT1A7|UGT1A8","128","1022|1058|1742|1664|1760|1040","2.95E-7","","EFO:0003762","0.33979400086720374","0"
"112","9","KEGG Pathways","","Neurotrophin signaling pathway","4.1E-4","PIK3R2|PIK3R3|SHC4|NTRK3|IRAK1|PIK3CD|SH2B2|AKT1|PIK3CB","128","1478|1508|4163|496|295|1520|4880|301|1514","3.08E-5","","hsa04722","0.33872161432802644","0"
"46","7","GO Biological Process","","Purine ribonucleotide catabolic process","4.7E-4","NT5C1A|NT5C|PDE8B|NT5C2|PNP|PDE8A|PDE8B-2","128","1547|1535|2723|1559|250|2738|5654","5.56E-6","","GO:0009154","0.33279021420642824","0"
"1363","39","GO Biological Process","","Response to endogenous stimulus","5.2E-4","PIK3R2|GSTM2|AHR|PTGER2|SLC6A4|PIK3R3|THRA|SRD5A1|PDE3B|TIMP4|CYP11B1|SPIDR|CGB5|UGT1A1|EZH2|PGR|CYP11B2|TPH2|RXRG|NTRK3|GSTM3|HSD3B1|SFR1|AKR1C4|AKR1C3|AKR1C1|PDE8A|THRB|CASTOR1|NCOA1|CHRM2|NCOA2|SH2B2|HSD3B2|AKT1|SRD5A2|CYP1B1|RAD51|ENPP1","128","1478|1301|2096|469|445|1508|274|1154|2237|2024|1094|3239|3413|1016|220|307|1070|2603|2852|496|1289|1133|3905|1463|286|1472|2738|277|5597|2099|421|2105|4880|1142|301|1112|1100|379|1241","6.23E-6","","GO:0009719","0.3283996656365201","0"
"30","6","GO Biological Process","","Cellular metabolic compound salvage","5.5E-4","UPP1|PNP|UCK1|NAPRT|ADK|UPP2","128","1982|250|475|1574|346|1994","6.61E-6","","GO:0043094","0.32596373105057563","0"
"52","7","Reactome Pathways","","Nuclear Receptor transcription pathway","5.5E-4","THRA|NCOR1|PGR|RXRG|THRB|NCOR2|NR1H2","128","274|1007|307|2852|277|1001|412","1.15E-5","","HSA-383280","0.32596373105057563","0"
"37","7","InterPro Domains","","PAS domain","5.7E-4","AHR|PDE8B|AHRR|PDE8A|NCOA1|NCOA2|KCNH6","128","2096|2723|3986|2738|2099|2105|2972","1.53E-6","","IPR000014","0.3244125144327509","0"
"23","6","InterPro Domains","","Peptidase M10, metallopeptidase","5.7E-4","MMP8|MMP20|MMP23B|MMP21|MMP26|MMP28","128","454|2549|2822|2810|2831|2837","1.74E-6","","IPR001818","0.3244125144327509","0"
"11","5","InterPro Domains","","Aldo/keto reductase, conserved site","5.7E-4","AKR1D1|AKR1B1|AKR1C4|AKR1C3|AKR1C1","128","1076|283|1463|286|1472","1.43E-6","","IPR018170","0.3244125144327509","0"
"11","5","InterPro Domains","","Aldo-keto reductase","5.7E-4","AKR1D1|AKR1B1|AKR1C4|AKR1C3|AKR1C1","128","1076|283|1463|286|1472","1.43E-6","","IPR020471","0.3244125144327509","0"
"23","6","InterPro Domains","","Peptidase M10A","5.7E-4","MMP8|MMP20|MMP23B|MMP21|MMP26|MMP28","128","454|2549|2822|2810|2831|2837","1.74E-6","","IPR021190","0.3244125144327509","0"
"23","6","InterPro Domains","","Peptidase M10A, catalytic domain","5.7E-4","MMP8|MMP20|MMP23B|MMP21|MMP26|MMP28","128","454|2549|2822|2810|2831|2837","1.74E-6","","IPR033739","0.3244125144327509","0"
"37","7","InterPro Domains","","PAS domain superfamily","5.7E-4","AHR|PDE8B|AHRR|PDE8A|NCOA1|NCOA2|KCNH6","128","2096|2723|3986|2738|2099|2105|2972","1.53E-6","","IPR035965","0.3244125144327509","0"
"276","15","GO Biological Process","","Nucleotide biosynthetic process","6.0E-4","NAMPT|CAD|KARS1|UPP1|PNP|UCK1|NMRK1|ASPDH|GARS1|NAPRT|NNMT|ADK|ACLY|UPP2|NMRK2","128","247|499|316|1982|250|475|1586|2639|1904|1574|1250|346|394|1994|1568","7.26E-6","","GO:0009165","0.32218487496163567","0"
"7","4","GO Molecular Function","","Hydroperoxy icosatetraenoate dehydratase activity","6.0E-4","CYP2S1|CYP1A2|CYP1A1|CYP1B1","128","1283|331|337|1100","8.77E-6","","GO:0106256","0.32218487496163567","0"
"8","4","Reactome Pathways","","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","6.1E-4","CYP1A2|CYP2C8|CYP1A1|CYP1B1","128","331|1724|337|1100","1.3E-5","","HSA-2142670","0.3214670164989233","0"
"188","12","Reactome Pathways","","Metabolism of vitamins and cofactors","6.2E-4","NAMPT|BST1|NMRK1|AKR1C4|AKR1C3|AKR1C1|NAPRT|ENPP3|NNMT|AKT1|NMRK2|ENPP1","128","247|1256|1586|1463|286|1472|1574|1235|1250|301|1568|1241","1.35E-5","","HSA-196854","0.3207608310501746","0"
"5378","108","TISSUES","","Viscus","6.3E-4","HDAC7|HSD17B2|CDK5RAP1|DHDH|NAMPT|CYP3A5|SULT1E1|WARS2|GSTM2|AHR|AKR1D1|UGT2A3|HSD17B7|NARS1|PSMB7|MSMO1|ASPA|THRA|CAD|UGT2B10|HPX|NCOR1|SRD5A1|SIGMAR1|NARS2|PDE3B|PLA2R1|AKR1B1|PSMB4|CYP11B1|HPGDS|TLR3|MELK|PCLAF|CYP2A6|CYP7A1|ENTPD3|UGT1A6|DCXR|UGT2B7|UGT1A1|UGT2B4|CYP4A11|EZH2|UGT2B17|CYP2B6|METAP2|CYP11B2|UPP1|GSTA1|PSMF1|UGT2B15|CYP1A2|PTGES|NOXA1|UGT1A10|UGT1A9|WARS1|DHCR7|PNP|HSD11B1|CYP17A1|SARS1|GSTA4|CYP2C8|CYP4A22|UCK1|UGT1A4|UGT1A8|ZWINT|EIF2S2|PLA2G2D|NMRK1|AKR1C4|AKR1C3|AKR1C1|PITRM1|IDI1|SEC13|GARS1|TIRAP|PRKAR1A|CYP1A1|TYMP|MGST1|THRB|NCOR2|NCOA1|NAPRT|EBNA1BP2|UGT1A3|GSTA2|CYP2E1|NNMT|ADK|HSD3B2|SNW1|HSD17B6|AKT1|ACLY|UPP2|SRD5A2|HMGN3|MGST2|CPSF1|HARS2|ENPP1|CYP3A4","128","217|1013|400|1457|247|1088|1118|1886|1301|2096|1076|1679|1124|1898|256|2414|2636|274|499|1700|463|1007|1154|493|1913|2237|3053|283|259|1094|1319|292|1871|2567|1346|1226|3008|1022|3062|1034|1016|1718|1694|220|1046|1295|484|1070|1982|1364|2531|1052|331|2228|4649|1058|1742|325|1169|250|352|1148|1925|1307|1724|1652|475|1028|1040|1862|481|361|1586|1463|286|1472|442|466|427|1904|3233|403|337|1973|1331|277|1001|2099|1574|460|1733|1370|1178|1250|346|1142|439|1064|301|394|1994|1112|5771|1313|433|319|1241|1082","7.79E-7","","BTO:0001491","0.3200659450546418","0"
"178","12","GO Biological Process","","Cellular modified amino acid metabolic process","6.5E-4","GSTA3|GSTM2|GSTM5|HPGDS|TMLHE|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2|MGST2","128","1265|1301|1325|1319|490|1364|1289|1277|1307|1271|1370|1313","8.03E-6","","GO:0006575","0.31870866433571443","0"
"17","5","GO Biological Process","","Purine deoxyribonucleotide metabolic process","6.5E-4","NT5C1A|NT5C|NT5C2|PNP|ADK","128","1547|1535|1559|250|346","8.08E-6","","GO:0009151","0.31870866433571443","0"
"92","8","KEGG Pathways","","Inflammatory mediator regulation of TRP channels","6.5E-4","PIK3R2|PTGER2|ALOX12|PIK3R3|CYP4A11|CYP4A22|PIK3CD|PIK3CB","128","1478|469|2291|1508|1694|1652|1520|1514","5.06E-5","","hsa04750","0.31870866433571443","0"
"30","6","STRING Clusters","","Purine ribonucleoside monophosphate biosynthetic process, and Uridine-diphosphatase activity","6.6E-4","ENTPD3|PNP|ENTPD8|ENPP3|ADK|ENPP1","128","3008|250|1952|1235|346|1241","6.61E-6","","CL:10567","0.31804560644581314","0"
"30","6","STRING Clusters","","Cholesterol biosynthesis, and Primary bile acid biosynthesis","6.6E-4","AKR1D1|HSD17B7|MSMO1|SIGMAR1|DHCR7|IDI1","128","1076|1124|2414|493|1169|466","6.61E-6","","CL:9561","0.31804560644581314","0"
"179","12","GO Biological Process","","Lipid modification","6.8E-4","CYP3A5|ALOX12|ALOX15|CYP3A7|SOAT1|CYP2C8|CYP4A22|ALOX5|CYP1A1|CYP2E1|INPP5F|CYP3A4","128","1088|2291|2300|1205|472|1724|1652|358|337|1178|1481|1082","8.47E-6","","GO:0030258","0.3167491087293764","0"
"18","5","GO Molecular Function","","Phosphatidylinositol kinase activity","6.9E-4","PIK3R3|PI4K2B|PI4KB|PIK3CD|PIK3CB","128","1508|1496|418|1520|1514","1.02E-5","","GO:0052742","0.3161150909262745","0"
"7","4","GO Biological Process","","Aflatoxin metabolic process","7.0E-4","CYP3A5|CYP2A13|CYP1A2|CYP3A4","128","1088|1337|331|1082","8.77E-6","","GO:0046222","0.3154901959985743","0"
"68","7","KEGG Pathways","","Prolactin signaling pathway","7.0E-4","PIK3R2|PIK3R3|SHC4|CYP17A1|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|1148|1520|301|1514","5.61E-5","","hsa04917","0.3154901959985743","0"
"48","8","Monarch Phenotype","","Abnormality of circulating glucocorticoid level","7.0E-4","PDE8B|PDE11A|CYP11B1|CYP11B2|CYP17A1|PRKAR1A|HSD3B2|AKT1","128","2723|3068|1094|1070|1148|403|1142|301","6.34E-7","","HP:0012111","0.3154901959985743","0"
"95","9","GO Biological Process","","Alcohol biosynthetic process","7.1E-4","HSD17B7|MSMO1|SRD5A3|CYP11B1|CYP11B2|DHCR7|IDI1|ACLY|CYP3A4","128","1124|2414|1106|1094|1070|1169|466|394|1082","9.07E-6","","GO:0046165","0.31487416512809246","0"
"2347","56","GO Molecular Function","","Hydrolase activity","7.1E-4","HDAC7|SIRT4|STS|USB1|PRSS16|NT5C1A|MMP8|PLA2G12A|NT5C|CDADC1|ALOX12|PSMB7|MMP20|ASPA|DESI1|DCPS|CAD|PDE8B|BST1|PDE3B|PDE11A|PSMB4|ENTPD3|ADAT1|METAP2|NT5C2|MMP23B|NT5C1B|MMP21|THEM4|ENTPD8|ALOX5|PLA2G2D|MMP26|PITRM1|RAD1|NT5M|GARS1|RFC4|PDE8A|ADA2|PSMB11|NT5C3B|ENPP3|NT5C1B-RDH14|MMP28|NT5C3A|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|PDE8B-2|INPP5F|ENPP1","128","217|1232|1214|1451|436|1547|454|2216|1535|457|2291|256|2549|2636|2537|487|499|2723|1256|2237|3068|259|3008|3824|484|1559|2822|1529|2810|4991|1952|358|361|2831|442|5570|1553|1904|373|2738|1958|1880|2003|1235|1541|2837|2009|4715|4739|4727|4733|4709|4721|5654|1481|1241","1.07E-5","","GO:0016787","0.31487416512809246","0"
"32","6","GO Biological Process","","Pyrimidine ribonucleotide metabolic process","7.2E-4","NT5C|CAD|UPP1|UCK1|UPP2|NT5C3A","128","1535|499|1982|475|1994|2009","9.17E-6","","GO:0009218","0.3142667503568731","0"
"1547","42","GO Biological Process","","Response to oxygen-containing compound","7.2E-4","HSD17B2|PIK3R2|AHR|PTGER2|SLC6A4|PIK3R3|DCPS|SRD5A1|SIGMAR1|PDE3B|TIMP4|CYP11B1|SPIDR|DEFA4|CYP7A1|UGT1A1|EZH2|CYP11B2|RXRG|NTRK3|HSD3B1|IRAK1|AKR1C4|AKR1C3|AKR1C1|TIRAP|CYP1A1|MGST1|CYP19A1|NCOR2|CASTOR1|CHRM2|NCOA2|SH2B2|CYP2E1|HSD3B2|SNW1|AKT1|SRD5A2|CYP1B1|RAD51|ENPP1","128","1013|1478|2096|469|445|1508|487|1154|493|2237|2024|1094|3239|2030|1226|1016|220|1070|2852|496|1133|295|1463|286|1472|3233|337|1331|310|1001|5597|421|2105|4880|1178|1142|439|301|1112|1100|379|1241","9.22E-6","","GO:1901700","0.3142667503568731","0"
"96","9","GO Biological Process","","Cellular response to alcohol","7.6E-4","AHR|PTGER2|SPIDR|CYP7A1|UGT1A1|AKR1C3|AKT1|CYP1B1|RAD51","128","2096|469|3239|1226|1016|286|301|1100|379","9.81E-6","","GO:0097306","0.3119186407719209","0"
"52","7","GO Molecular Function","","Pentosyltransferase activity","7.6E-4","SIRT4|NAMPT|UPP1|PNP|TYMP|NAPRT|UPP2","128","1232|247|1982|250|1973|1574|1994","1.15E-5","","GO:0016763","0.3119186407719209","0"
"18","5","GO Biological Process","","Pyrimidine deoxyribonucleotide catabolic process","7.8E-4","NT5C|UPP1|NT5M|TYMP|UPP2","128","1535|1982|1553|1973|1994","1.02E-5","","GO:0009223","0.31079053973095194","0"
"18","5","GO Biological Process","","Nucleotide salvage","7.8E-4","UPP1|UCK1|NAPRT|ADK|UPP2","128","1982|475|1574|346|1994","1.02E-5","","GO:0043173","0.31079053973095194","0"
"7","4","STRING Clusters","","Pyridine nucleotide biosynthesis","8.4E-4","NAMPT|NMRK1|NAPRT|NMRK2","128","247|1586|1574|1568","8.77E-6","","CL:10928","0.3075720713938118","0"
"7","4","STRING Clusters","","Mixed, incl. Sterol O-acyltransferase, metazoa, and Cerebrotendinous xanthomatosis","8.4E-4","SULT2B1|STS|CYP7A1|SOAT1","128","1163|1214|1226|472","8.77E-6","","CL:9623","0.3075720713938118","0"
"8","4","GO Molecular Function","","Androsterone dehydrogenase activity","8.5E-4","AKR1C4|AKR1C3|AKR1C1|HSD17B6","128","1463|286|1472|1064","1.3E-5","","GO:0047023","0.3070581074285707","0"
"8","4","GO Molecular Function","","Testosterone dehydrogenase (NAD+) activity","8.5E-4","HSD17B2|AKR1C4|AKR1C3|HSD17B6","128","1013|1463|286|1064","1.3E-5","","GO:0047035","0.3070581074285707","0"
"21","5","Reactome Pathways","","Synthesis of Leukotrienes (LT) and Eoxins (EX)","8.7E-4","LTC4S|ALOX15|CYP4A11|CYP4A22|ALOX5","128","3128|2300|1694|1652|358","1.93E-5","","HSA-2142691","0.3060480747381381","0"
"25","5","WikiPathways","","Relationship between inflammation, COX-2 and EGFR","8.7E-4","PTGER2|PIK3CD|CYP19A1|AKT1|PIK3CB","128","469|1520|310|301|1514","4.01E-5","","WP4483","0.3060480747381381","0"
"11512","190","COMPARTMENTS","","Intracellular","8.9E-4","HDAC7|HSD17B2|SULT2B1|SIRT4|GSTA3|CBX7|STS|USB1|PIK3R2|NAMPT|CYP3A5|SULT1E1|RAD51AP1|PRSS16|WARS2|NT5C1A|MMP8|GSTM2|AHR|AKR1D1|NT5C|ALOX12|ABCB7|HSD17B7|GSTM5|TRIM45|NARS1|PHC2|PSMB7|KIF11|SLC6A4|PIK3R3|ASPA|DESI1|DCPS|SRD5A3|THRA|CAD|PI4K2B|PDE8B|BST1|HPX|PELI2|NCOR1|SIGMAR1|NARS2|PDE3B|MARS2|AKR1B1|PDE11A|PSMB4|CYP11B1|LTC4S|ALOX15|HPGDS|TLR3|SPIDR|DEFA4|MELK|GNPTAB|PCLAF|CYP2A6|CYP7A1|UGT1A6|DCXR|UGT1A1|CKAP2L|ANKK1|CYP2S1|CYP4A11|SWI5|EZH2|PELI3|AHRR|CYP2B6|PGR|METAP2|KARS1|CYP11B2|TPH2|UPP1|CYP2A13|UGT2B28|TMLHE|GSTA1|PSMF1|TARS3|NT5C2|CIR1|UGT2B15|CYP1A2|PTGES|NOXA1|UGT1A10|SVIP|UGT1A9|WARS1|DHCR7|RXRG|GSTM3|PNP|TIFA|DTL|HSD11B1|SOAT1|THEM4|PI4KB|HSD3B1|SFR1|GSTM4|PCGF6|CYP17A1|SARS1|CUEDC2|IRAK1|ARMH3|GSTA4|GSTA5|CYP2C8|UGT1A4|UGT1A7|UGT1A8|ZWINT|ALOX5|EIF2S2|NMRK1|PIK3CD|KIN|AKR1C4|AKR1C3|POMP|AKR1C1|PITRM1|IDI1|RAD1|SEC13|NT5M|GARS1|RFC4|RAD9B|TIRAP|PRKAR1A|PDE8A|CYP1A1|TYMP|CDKL1|MGST1|CYP19A1|THRB|ADA2|NCOR2|CASTOR1|NCOA1|PSMB11|RNF212|NT5C3B|KDM4E|CHRM2|NCOA2|NAPRT|EBNA1BP2|CHTF8|TOP2A|UGT1A3|GSTA2|AHRR-2|PHC1|SH2B2|CYP2E1|NNMT|ADK|HSD3B2|SNW1|AKT1|ACLY|SARS2|UPP2|NT5C3A|CYP1B1|HMGN3|MGST2|CPSF1|EPOP|RAD51|HARS2|INPP5F|ENPP1|MED19|CYP3A4|NR1H2","128","217|1013|1163|1232|1265|1376|1214|1451|1478|247|1088|1118|1853|436|1886|1547|454|1301|2096|1076|1535|2291|478|1124|1325|2471|1898|1397|256|265|445|1508|2636|2537|487|1106|274|499|1496|2723|1256|463|2843|1007|493|1913|2237|1943|283|3068|259|1094|3128|2300|1319|292|3239|2030|1871|3266|2567|1346|1226|1022|3062|1016|2555|2597|1283|1694|3899|220|3980|3986|1295|307|484|316|1070|2603|1982|1337|1706|490|1364|2531|1889|1559|4499|1052|331|2228|4649|1058|4754|1742|325|1169|2852|1289|250|4952|2561|352|472|4991|418|1133|3905|1277|1382|1148|1925|4085|295|5000|1307|1271|1724|1028|1760|1040|1862|358|481|1586|1520|5480|1463|286|2543|1472|442|466|5570|427|1553|1904|373|5579|3233|403|2738|337|1973|5669|1331|310|277|1958|1001|5597|2099|1880|5840|2003|430|421|2105|1574|460|5645|268|1733|1370|5675|1388|4880|1178|1250|346|1142|439|301|394|1931|1994|2009|1100|5771|1313|433|3914|379|319|1481|1241|415|1082|412","1.15E-6","","GOCC:0005622","0.30506099933550873","0"
"3054","71","COMPARTMENTS","","Cytosol","8.9E-4","HDAC7|SULT2B1|GSTA3|PIK3R2|NAMPT|SULT1E1|NT5C1A|GSTM2|AHR|AKR1D1|NT5C|ALOX12|GSTM5|TRIM45|NARS1|PSMB7|KIF11|PIK3R3|ASPA|DESI1|DCPS|THRA|CAD|PI4K2B|PDE8B|PDE3B|AKR1B1|PDE11A|PSMB4|ALOX15|HPGDS|METAP2|KARS1|TPH2|GSTA1|PSMF1|NT5C2|WARS1|GSTM3|PNP|TIFA|THEM4|PI4KB|GSTM4|SARS1|CUEDC2|IRAK1|ARMH3|GSTA4|GSTA5|ALOX5|EIF2S2|NMRK1|PIK3CD|POMP|AKR1C1|IDI1|SEC13|GARS1|TIRAP|PRKAR1A|PDE8A|CYP1A1|CASTOR1|NAPRT|GSTA2|SH2B2|ADK|AKT1|ACLY|NT5C3A","128","217|1163|1265|1478|247|1118|1547|1301|2096|1076|1535|2291|1325|2471|1898|256|265|1508|2636|2537|487|274|499|1496|2723|2237|283|3068|259|2300|1319|484|316|2603|1364|2531|1559|325|1289|250|4952|4991|418|1277|1925|4085|295|5000|1307|1271|358|481|1586|1520|2543|1472|466|427|1904|3233|403|2738|337|5597|1574|1370|4880|346|301|394|2009","1.17E-6","","GOCC:0005829","0.30506099933550873","0"
"20","6","Monarch Phenotype","","Adrenal hyperplasia","8.9E-4","PDE8B|PDE11A|CYP11B1|CYP17A1|PRKAR1A|HSD3B2","128","2723|3068|1094|1148|403|1142","8.72E-7","","HP:0008221","0.30506099933550873","0"
"35","7","SMART Domains","","PAS domain","9.0E-4","AHR|PDE8B|AHRR|PDE8A|NCOA1|NCOA2|PDE8B-2","128","2096|2723|3986|2738|2099|2105|5654","1.1E-6","","SM00091","0.30457574905606755","0"
"101","9","GO Molecular Function","","Steroid binding","9.1E-4","SULT2B1|SULT1E1|AKR1D1|UGT1A1|PGR|HSD11B1|SOAT1|UGT1A8|CYP3A4","128","1163|1118|1076|1016|307|352|472|1040|1082","1.43E-5","","GO:0005496","0.30409586076789064","0"
"54","7","GO Molecular Function","","Intramolecular oxidoreductase activity","9.1E-4","HPGDS|CYP2S1|GSTA1|PTGES|HSD3B1|IDI1|HSD3B2","128","1319|1283|1364|2228|1133|466|1142","1.44E-5","","GO:0016860","0.30409586076789064","0"
"18","5","STRING Clusters","","Uridine-diphosphatase activity, and Purine ribonucleotide salvage","9.3E-4","ENTPD3|ENTPD8|ENPP3|ADK|ENPP1","128","3008|1952|1235|346|1241","1.02E-5","","CL:10570","0.3031517051446065","0"
"192","11","KEGG Pathways","","Epstein-Barr virus infection","9.4E-4","PIK3R2|PIK3R3|ENTPD3|CIR1|IRAK1|ENTPD8|PIK3CD|NCOR2|SNW1|AKT1|PIK3CB","128","1478|1508|3008|4499|295|1952|1520|1001|439|301|1514","7.8E-5","","hsa05169","0.3026872146400301","0"
"97","9","STRING Clusters","","Ether lipid metabolism, and Arachidonic acid metabolism","9.5E-4","PLA2G12A|ALOX12|PLA2R1|LTC4S|ALOX15|HPGDS|PTGES|ALOX5|PLA2G2D","128","2216|2291|3053|3128|2300|1319|2228|358|361","1.06E-5","","CL:10277","0.30222763947111525","0"
"19","5","GO Biological Process","","Oxidative demethylation","9.7E-4","CYP3A5|CYP3A7|CYP1A2|CYP2C8|CYP3A4","128","1088|1205|331|1724|1082","1.28E-5","","GO:0070989","0.3013228265733755","0"
"5","4","InterPro Domains","","Glutathione S-transferase, Mu class","9.8E-4","GSTM2|GSTM5|GSTM3|GSTM4","128","1301|1325|1289|1277","3.42E-6","","IPR003081","0.3008773924307505","0"
"8","4","GO Biological Process","","Alkaloid metabolic process","9.9E-4","CYP3A5|CYP1A2|NNMT|CYP3A4","128","1088|331|1250|1082","1.3E-5","","GO:0009820","0.30043648054024497","0"
"3654","77","GO Biological Process","","Regulation of biological quality","0.001","HSD17B2|SIRT4|CDK5RAP1|PIK3R2|CYP3A5|SULT1E1|AKR1D1|PTGER2|ALOX12|ABCB7|HSD17B7|SLC6A4|DCPS|SRD5A3|THRA|PDE8B|UGT2B10|HPX|SRD5A1|AKR1B1|FRRS1|CYP11B1|GRASP|ALOX15|CYP7A1|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|EZH2|UGT2B17|CYP11B2|UGT2B28|CYP3A7|UGT2B15|CYP1A2|PTGES|UGT1A9|DHCR7|NTRK3|SOAT1|THEM4|HSD3B1|CYP17A1|CYP2C8|UGT1A7|UGT1A8|ALOX5|AKR1C4|AKR1C3|AKR1C1|ASMT|TIRAP|CYP1A1|CYP19A1|THRB|NCOR2|UGT2B11|NT5C3B|CHRM2|ENPP3|LPAR4|UGT1A3|SH2B2|HSD3B2|HSD17B6|AKT1|KCNH6|SRD5A2|CYP1B1|HMGN3|ENPP1|CYP26C1|CYP3A4|NR1H2|PIK3CB","128","1013|1232|400|1478|1088|1118|1076|469|2291|478|1124|445|487|1106|274|2723|1700|463|1154|283|2816|1094|3140|2300|1226|1034|1016|1718|1283|1694|220|1046|1070|1706|1205|1052|331|2228|1742|1169|496|472|4991|1133|1148|1724|1760|1040|358|1463|286|1472|4607|3233|337|310|277|1001|1670|2003|421|1235|5867|1733|4880|1142|1064|301|2972|1112|1100|5771|1241|1631|1082|412|1514","1.39E-5","","GO:0065008","0.3","0"
"100","8","KEGG Pathways","","Toll-like receptor signaling pathway","0.001","PIK3R2|PIK3R3|TLR3|IRAK1|PIK3CD|TIRAP|AKT1|PIK3CB","128","1478|1508|292|295|1520|3233|301|1514","8.76E-5","","hsa04620","0.3","0"
"410","18","GO Biological Process","","Ribonucleotide metabolic process","0.0011","SULT2B1|SULT1E1|NT5C1A|NT5C|CAD|PDE8B|UPP1|NT5C2|PNP|UCK1|PDE8A|ENPP3|ADK|ACLY|UPP2|NT5C3A|PDE8B-2|ENPP1","128","1163|1118|1547|1535|499|2723|1982|1559|250|475|2738|1235|346|394|1994|2009|5654|1241","1.48E-5","","GO:0009259","0.2958607314841775","0"
"369","17","GO Biological Process","","Small molecule catabolic process","0.0011","DHDH|SULT1E1|AKR1D1|CDADC1|ASPA|SRD5A3|CYP7A1|CYP4A11|UPP1|PNP|AKR1C3|CYP1A1|ADA2|HSD17B6|UPP2|CYP26C1|CYP3A4","128","1457|1118|1076|457|2636|1106|1226|1694|1982|250|286|337|1958|1064|1994|1631|1082","1.42E-5","","GO:0044282","0.2958607314841775","0"
"1103","33","GO Biological Process","","Cellular response to endogenous stimulus","0.0011","PIK3R2|GSTM2|AHR|PTGER2|SLC6A4|PIK3R3|THRA|SRD5A1|PDE3B|CYP11B1|SPIDR|CGB5|UGT1A1|EZH2|PGR|CYP11B2|RXRG|NTRK3|SFR1|AKR1C4|AKR1C3|AKR1C1|PDE8A|THRB|CASTOR1|NCOA1|CHRM2|NCOA2|SH2B2|AKT1|CYP1B1|RAD51|ENPP1","128","1478|1301|2096|469|445|1508|274|1154|2237|1094|3239|3413|1016|220|307|1070|2852|496|3905|1463|286|1472|2738|277|5597|2099|421|2105|4880|301|1100|379|1241","1.46E-5","","GO:0071495","0.2958607314841775","0"
"9","4","GO Molecular Function","","Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen","0.0011","CYP11B1|CYP4A11|CYP11B2|CYP4A22","128","1094|1694|1070|1652","1.86E-5","","GO:0016713","0.2958607314841775","0"
"9","4","GO Molecular Function","","androstan-3-alpha,17-beta-diol dehydrogenase activity","0.0011","AKR1C4|AKR1C3|AKR1C1|HSD17B6","128","1463|286|1472|1064","1.86E-5","","GO:0047044","0.2958607314841775","0"
"9","4","GO Molecular Function","","Testosterone 17-beta-dehydrogenase (NADP+) activity","0.0011","AKR1C4|AKR1C3|AKR1C1|HSD17B6","128","1463|286|1472|1064","1.86E-5","","GO:0047045","0.2958607314841775","0"
"132","9","KEGG Pathways","","Insulin signaling pathway","0.0011","PIK3R2|PIK3R3|PDE3B|SHC4|PIK3CD|PRKAR1A|SH2B2|AKT1|PIK3CB","128","1478|1508|2237|4163|1520|403|4880|301|1514","1.0E-4","","hsa04910","0.2958607314841775","0"
"34","6","STRING Clusters","","Arachidonic acid metabolism, and Leukotriene receptor activity","0.0011","ALOX12|LTC4S|ALOX15|HPGDS|PTGES|ALOX5","128","2291|3128|2300|1319|2228|358","1.25E-5","","CL:10403","0.2958607314841775","0"
"133","9","KEGG Pathways","","Estrogen signaling pathway","0.0012","PIK3R2|PIK3R3|PGR|SHC4|PIK3CD|NCOA1|NCOA2|AKT1|PIK3CB","128","1478|1508|307|4163|1520|2099|2105|301|1514","1.1E-4","","hsa04915","0.29208187539523756","0"
"336","16","GO Biological Process","","Sulfur compound metabolic process","0.0013","SULT2B1|GSTA3|SULT1E1|GSTM2|ABCB7|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2|ACLY|MGST2|ENPP1","128","1163|1265|1118|1301|478|1325|1319|1364|1289|1277|1307|1271|1370|394|1313|1241","1.74E-5","","GO:0006790","0.2886056647693163","0"
